Дата продажи,Регион,Тип светильника,Количество проданных единиц,Цена за единицу,Общая стоимость,Тип продажи,Оценка товара,Способ получения
2024-10-30,Московская область,люстры,7,3029.58,21207.06,онлайн,2,почта
2024-09-01,Московская область,торшеры,10,1207.26,12072.6,онлайн,3,почта
2024-07-06,Московская область,люстры,2,8321.42,16642.84,оффлайн,3,курьер
2024-09-05,Москва,настенные светильники,7,7905.27,55336.89,онлайн,1,почта
2024-03-13,Москва,настенные светильники,8,8389.79,67118.32,онлайн,1,самовывоз
2024-11-19,Московская область,люстры,6,4395.08,26370.48,онлайн,4,самовывоз
2024-04-18,Москва,настенные светильники,8,9922.85,79382.8,онлайн,5,почта
2024-06-16,Московская область,настольные лампы,1,1345.11,1345.11,онлайн,2,почта
2024-05-14,Московская область,люстры,2,1794.37,3588.74,оффлайн,1,курьер
2024-10-04,Московская область,настольные лампы,8,1126.16,9009.28,оффлайн,5,почта
2024-12-23,Москва,настольные лампы,2,5956.43,11912.86,онлайн,5,самовывоз
2024-08-25,Москва,настольные лампы,6,2266.33,13597.98,онлайн,1,почта
2024-07-04,Москва,потолочные светильники,1,8297.75,8297.75,онлайн,2,самовывоз
2024-01-17,Московская область,настольные лампы,7,6139.66,42977.62,онлайн,1,курьер
2024-05-11,Москва,торшеры,10,7959.47,79594.7,оффлайн,3,самовывоз
2024-11-26,Москва,торшеры,9,4949.09,44541.81,онлайн,4,курьер
2024-03-08,Московская область,настенные светильники,8,7776.92,62215.36,оффлайн,1,почта
2024-09-20,Москва,потолочные светильники,4,8145.35,32581.4,онлайн,2,почта
2024-02-06,Москва,настенные светильники,6,931.34,5588.04,оффлайн,5,почта
2024-11-08,Московская область,люстры,3,1152.85,3458.55,оффлайн,2,почта
2024-07-03,Московская область,настенные светильники,9,7757.44,69816.96,онлайн,3,самовывоз
2024-08-03,Москва,потолочные светильники,5,9800.63,49003.15,оффлайн,1,почта
2024-08-07,Московская область,люстры,10,5705.56,57055.6,оффлайн,3,почта
2024-09-14,Москва,торшеры,5,9692.89,48464.45,оффлайн,2,курьер
2024-11-18,Московская область,потолочные светильники,3,5631.83,16895.49,оффлайн,3,самовывоз
2024-08-16,Московская область,настенные светильники,1,4238.0,4238.0,оффлайн,5,курьер
2024-06-29,Москва,настенные светильники,7,2014.83,14103.81,онлайн,1,почта
2024-01-18,Московская область,настенные светильники,2,903.8,1807.6,оффлайн,1,почта
2024-11-03,Москва,люстры,2,9534.9,19069.8,онлайн,4,почта
2024-07-17,Москва,торшеры,1,1852.08,1852.08,оффлайн,4,почта
2024-07-18,Москва,люстры,3,6521.54,19564.62,оффлайн,5,курьер
2024-04-29,Московская область,настенные светильники,2,6984.59,13969.18,онлайн,1,почта
2024-03-10,Москва,потолочные светильники,6,7956.87,47741.22,оффлайн,1,самовывоз
2024-03-21,Московская область,настольные лампы,2,3535.32,7070.64,оффлайн,2,почта
2024-04-03,Московская область,торшеры,5,4681.47,23407.35,оффлайн,1,курьер
2024-05-24,Москва,потолочные светильники,2,7767.36,15534.72,онлайн,2,курьер
2024-10-31,Москва,настенные светильники,10,6903.68,69036.8,онлайн,2,почта
2024-02-03,Москва,настольные лампы,7,3234.53,22641.71,онлайн,3,почта
2024-01-07,Москва,торшеры,2,528.54,1057.08,оффлайн,2,самовывоз
2024-04-19,Московская область,настольные лампы,9,6309.96,56789.64,оффлайн,1,самовывоз
2024-10-04,Московская область,торшеры,2,9576.41,19152.82,оффлайн,5,почта
2024-03-30,Московская область,настенные светильники,4,9138.37,36553.48,оффлайн,2,самовывоз
2024-07-04,Московская область,настольные лампы,1,1063.59,1063.59,оффлайн,5,почта
2024-01-07,Москва,потолочные светильники,10,4570.5,45705.0,онлайн,1,почта
2024-07-17,Московская область,потолочные светильники,5,918.84,4594.2,онлайн,4,почта
2024-05-16,Москва,люстры,4,5917.62,23670.48,оффлайн,3,почта
2024-12-23,Московская область,люстры,1,526.4,526.4,оффлайн,4,курьер
2024-03-21,Московская область,настенные светильники,1,2570.68,2570.68,оффлайн,1,самовывоз
2024-09-09,Москва,потолочные светильники,6,2923.49,17540.94,оффлайн,2,курьер
2024-02-24,Московская область,торшеры,5,2245.82,11229.1,онлайн,2,почта
2024-10-20,Москва,люстры,4,3423.3,13693.2,онлайн,1,самовывоз
2024-01-17,Москва,потолочные светильники,1,3883.61,3883.61,онлайн,5,почта
2024-07-30,Московская область,люстры,1,1938.93,1938.93,онлайн,1,курьер
2024-07-20,Московская область,люстры,3,6354.53,19063.59,онлайн,3,почта
2024-06-20,Московская область,настенные светильники,10,5786.59,57865.9,оффлайн,3,почта
2024-04-05,Москва,люстры,10,7500.99,75009.9,оффлайн,3,самовывоз
2024-07-21,Москва,люстры,4,4481.26,17925.04,онлайн,1,почта
2024-03-13,Московская область,настенные светильники,6,5446.28,32677.68,онлайн,3,курьер
2024-08-25,Москва,торшеры,3,510.43,1531.29,оффлайн,1,самовывоз
2024-06-25,Москва,люстры,9,558.13,5023.17,онлайн,4,почта
2024-03-27,Москва,торшеры,3,1141.49,3424.47,онлайн,5,почта
2024-09-07,Москва,настенные светильники,10,1397.4,13974.0,онлайн,1,почта
2024-08-11,Москва,торшеры,6,3657.0,21942.0,онлайн,5,курьер
2024-10-18,Московская область,потолочные светильники,3,7187.79,21563.37,онлайн,4,почта
2024-09-21,Москва,настольные лампы,6,9213.09,55278.54,оффлайн,5,почта
